6.300000000000000044e-02 6.500000000000000222e-02 5.899999999999999689e-02 6.600000000000000311e-02 6.300000000000000044e-02 6.600000000000000311e-02 6.900000000000000577e-02 7.000000000000000666e-02
5.700000000000000205e-02 6.500000000000000222e-02 6.700000000000000400e-02 6.199999999999999956e-02 7.000000000000000666e-02 6.900000000000000577e-02 6.900000000000000577e-02 7.399999999999999634e-02
6.500000000000000222e-02 6.700000000000000400e-02 6.800000000000000488e-02 6.700000000000000400e-02 6.500000000000000222e-02 7.399999999999999634e-02 6.500000000000000222e-02 7.000000000000000666e-02
6.800000000000000488e-02 7.000000000000000666e-02 6.500000000000000222e-02 7.199999999999999456e-02 6.600000000000000311e-02 6.500000000000000222e-02 6.700000000000000400e-02 6.700000000000000400e-02
7.299999999999999545e-02 6.400000000000000133e-02 6.900000000000000577e-02 5.999999999999999778e-02 5.999999999999999778e-02 7.000000000000000666e-02 6.500000000000000222e-02 5.899999999999999689e-02
6.500000000000000222e-02 6.500000000000000222e-02 6.700000000000000400e-02 6.700000000000000400e-02 6.600000000000000311e-02 6.700000000000000400e-02 7.000000000000000666e-02 6.500000000000000222e-02
7.099999999999999367e-02 7.099999999999999367e-02 6.700000000000000400e-02 6.900000000000000577e-02 6.800000000000000488e-02 7.199999999999999456e-02 6.900000000000000577e-02 5.899999999999999689e-02
7.000000000000000666e-02 6.500000000000000222e-02 6.800000000000000488e-02 6.800000000000000488e-02 6.800000000000000488e-02 5.999999999999999778e-02 5.999999999999999778e-02 6.600000000000000311e-02
6.500000000000000222e-02 6.800000000000000488e-02 6.400000000000000133e-02 6.600000000000000311e-02 6.800000000000000488e-02 6.400000000000000133e-02 6.800000000000000488e-02 6.500000000000000222e-02
7.000000000000000666e-02 6.199999999999999956e-02 7.000000000000000666e-02 6.700000000000000400e-02 6.900000000000000577e-02 6.500000000000000222e-02 6.600000000000000311e-02 6.600000000000000311e-02
6.800000000000000488e-02 6.700000000000000400e-02 7.399999999999999634e-02 6.300000000000000044e-02 6.900000000000000577e-02 6.700000000000000400e-02 6.400000000000000133e-02 6.600000000000000311e-02
